exp,parameter,value
binf,Y_XCom_SGalactose,6.7922989466171
binf,Y_XCom_SGalactose,0.899714806978643
binf,Y_XCom_SGalactose,22.1267054665292
binf,Y_XCom_SGalactose,11.5811623583098
binf,Y_XCom_SGalactose,22.4569600597794
binf,Y_XCom_SGalactose,16.4634784114102
binf,Y_XCom_SGalactose,46.9150894283304
binf,Y_XCom_SGalactose,18.5683944514833
binf,Y_XCom_SGalactose,74.9079589968677
binf,Y_XCom_SGalactose,74.8981325762382
binf,Y_XCom_SGlucose,64.8968073442703
binf,Y_XCom_SGlucose,54.8530515292321
binf,Y_XCom_SGlucose,69.9598586012466
binf,Y_XCom_SGlucose,10.7779269686528
binf,Y_XCom_SGlucose,3.66821216153211
binf,Y_XCom_SGlucose,30.0373333346374
binf,Y_XCom_SGlucose,21.566689130594
binf,Y_XCom_SGlucose,58.4720514594191
binf,Y_XCom_SGlucose,70.4847628170484
binf,Y_XCom_SGlucose,56.9542649508758
binf,Y_XCom_SGlucose,9.3954010089265
binf,Y_XCom_SGlucose,30.4221729565358
binf,Y_XCom_SGlucose,16.3982653922267
binf,Y_XCom_SGlucose,39.2024594677563
binf,Y_XCom_SGlucose,15.6463127151447
binf,Y_XCom_SGlucose,60.895743126842
binf,Y_XCom_SGlucose,60.6932924267967
binf,Y_XCom_SGlucose,30.841003202938
binf,Y_XCom_SGlucose,46.3724596343328
binf,Y_XCom_SGlucose,18.0284810686468
binf,k1,0.189433909794639
binf,k1,0.189137357059861
binf,k1,0.306673468189423
binf,k1,0.1876174131228
binf,k1,0.190730612291071
binf,k1,0.190317619869697
binf,k1,0.149888251021553
binf,k1,0.185198990387465
binf,k1,0.188493553675778
binf,k1,0.18602647773944
binf,k1,0.189970629764587
binf,k1,0.185110603279216
binf,k1,0.188472321579989
binf,k1,0.190858906241666
binf,k1,0.210465314043622
binf,k1,0.185902977193898
binf,k1,0.1877428570905
binf,k1,0.166111789534955
binf,k1,0.187383905122033
binf,k1,0.187069770351811
binf,k2,0.267138173148195
binf,k2,0.266796098997427
binf,k2,0.253912178329619
binf,k2,0.266653045077128
binf,k2,0.266328789809927
binf,k2,0.265855761770217
binf,k2,0.255693642941297
binf,k2,0.267167969738548
binf,k2,0.266231216842167
binf,k2,0.266417393997501
binf,k2,0.266472026890666
binf,k2,0.266460553545621
binf,k2,0.266290360381258
binf,k2,0.266203932480809
binf,k2,0.252000555241044
binf,k2,0.265271272719592
binf,k2,0.266472849027151
binf,k2,0.24931111987762
binf,k2,0.266272949861837
binf,k2,0.266180208067908
binf,k3,0.830684015864986
binf,k3,0.833783191238981
binf,k3,67.4945080840237
binf,k3,0.828515164318248
binf,k3,0.827366346376101
binf,k3,0.830937476771797
binf,k3,35.4916355127077
binf,k3,0.828409569169504
binf,k3,0.830360139555789
binf,k3,0.830705448265812
binf,k3,0.828014437977519
binf,k3,0.833262649776795
binf,k3,0.83126927514827
binf,k3,0.828623114500479
binf,k3,70.0010165811012
binf,k3,0.832066421679554
binf,k3,0.829612719096129
binf,k3,75
binf,k3,0.830790953186751
binf,k3,0.830837747597666
binf,k4,0.244170537280017
binf,k4,0.243926067080363
binf,k4,0.324121636079225
binf,k4,0.241772129943632
binf,k4,0.24301674181503
binf,k4,0.243918098991374
binf,k4,0.209701486553703
binf,k4,0.241338446839228
binf,k4,0.243031837664005
binf,k4,0.240435240427428
binf,k4,0.243490660107721
binf,k4,0.240807833753606
binf,k4,0.242972140228449
binf,k4,0.24506813015022
binf,k4,0.254130586304035
binf,k4,0.240876266334816
binf,k4,0.242020935445587
binf,k4,0.227832071884219
binf,k4,0.241694083068962
binf,k4,0.242036008829115
binf,Y_XCom_S2FL,0.946762732192101
binf,Y_XCom_S2FL,0.953482912465072
binf,Y_XCom_S2FL,0.935277862017598
binf,Y_XCom_S2FL,0.923057794818563
binf,Y_XCom_S2FL,0.868050843868992
binf,Y_XCom_S2FL,0.967922638412085
binf,Y_XCom_S2FL,1.19898022802453
binf,Y_XCom_S2FL,0.868050843868992
binf,Y_XCom_S2FL,0.910282759122605
binf,Y_XCom_S2FL,0.764880679305095
binf,Y_XCom_3SL,75
binf,Y_XCom_3SL,74.9999999496782
binf,Y_XCom_3SL,75
binf,Y_XCom_3SL,74.9927043472021
binf,Y_XCom_3SL,75
binf,Y_XCom_3SL,74.9999999866151
binf,Y_XCom_3SL,75
binf,Y_XCom_3SL,75
binf,Y_XCom_3SL,74.999999991719
binf,Y_XCom_3SL,75
binf,Y_XCom_SLactose,0.491229503196697
binf,Y_XCom_SLactose,0.48772541667828
binf,Y_XCom_SLactose,0.511920653253019
binf,Y_XCom_SLactose,0.476514952753215
binf,Y_XCom_SLactose,0.470919324774156
binf,Y_XCom_SLactose,0.501073348819691
binf,Y_XCom_SLactose,0.461430963746385
binf,Y_XCom_SLactose,0.470919324774156
binf,Y_XCom_SLactose,0.489216750575756
binf,Y_XCom_SLactose,0.499291198039422
binf,Y_XCom_SNeu5Ac,75
binf,Y_XCom_SNeu5Ac,75
binf,Y_XCom_SNeu5Ac,75
binf,Y_XCom_SNeu5Ac,74.9999997510754
binf,Y_XCom_SNeu5Ac,75
binf,Y_XCom_SNeu5Ac,74.9999999866151
binf,Y_XCom_SNeu5Ac,75
binf,Y_XCom_SNeu5Ac,75
binf,Y_XCom_SNeu5Ac,74.9999999834379
binf,Y_XCom_SNeu5Ac,74.9999968516977
binf,Y_XCom_SFucose,0.642780575962994
binf,Y_XCom_SFucose,0.657825946220793
binf,Y_XCom_SFucose,0.654617275115138
binf,Y_XCom_SFucose,0.645870827643472
binf,Y_XCom_SFucose,0.666785933930276
binf,Y_XCom_SFucose,0.64455040413987
binf,Y_XCom_SFucose,0.620476278536782
binf,Y_XCom_SFucose,0.666785933930276
binf,Y_XCom_SFucose,0.668666147388691
binf,Y_XCom_SFucose,0.678765416187953
binf,K_SLNT,1e-05
binf,K_SLNT,74.9907840765414
binf,K_SLNT,1e-05
binf,K_SLNT,1e-05
binf,K_SLNT,1e-05
binf,K_SLNT,1.04149314091123e-05
binf,K_SLNT,1e-05
binf,K_SLNT,1e-05
binf,K_SLNT,75
binf,K_SLNT,1e-05
binf,K_S2FL,74.9049983941449
binf,K_S2FL,0.403890972514393
binf,K_S2FL,74.993739899838
binf,K_S2FL,0.227201069141626
binf,K_S2FL,0.121765737331316
binf,K_S2FL,74.8387306838361
binf,K_S2FL,75
binf,K_S2FL,0.121765737331316
binf,K_S2FL,0.326282491237552
binf,K_S2FL,0.0171175598531426
binf,K_S3SL,0.0121649671278132
binf,K_S3SL,0.0183434335653262
binf,K_S3SL,0.0106171417723489
binf,K_S3SL,74.9967372953172
binf,K_S3SL,74.9963295986137
binf,K_S3SL,0.0067789832969
binf,K_S3SL,0.00184105444335937
binf,K_S3SL,74.9963295986137
binf,K_S3SL,0.0196533228927185
binf,K_S3SL,74.8803492720593
binf,K_SLactose,9.70568002726414
binf,K_SLactose,6.77158405491217
binf,K_SLactose,8.74750789830325
binf,K_SLactose,6.52399617816245
binf,K_SLactose,8.61254132105673
binf,K_SLactose,8.51260249938601
binf,K_SLactose,7.18975606856679
binf,K_SLactose,8.61254132105673
binf,K_SLactose,7.96985281834486
binf,K_SLactose,7.93091263782131
binf,K_SGalactose,73.7787404411732
binf,K_SGalactose,48.4759965629824
binf,K_SGalactose,40.2342471417793
binf,K_SGalactose,2.42647921505157
binf,K_SGalactose,0.00853030967259479
binf,K_SGalactose,67.2993189493801
binf,K_SGalactose,1.04470347762108e-05
binf,K_SGalactose,0.00853030967259479
binf,K_SGalactose,3.03092068542393
binf,K_SGalactose,36.2882644254861
binf,K_SGlucose,36.0782293584917
binf,K_SGlucose,29.7363528214304
binf,K_SGlucose,2.56180806955944
binf,K_SGlucose,31.9116689024063
binf,K_SGlucose,26.1372521239273
binf,K_SGlucose,75
binf,K_SGlucose,75
binf,K_SGlucose,26.1372521239273
binf,K_SGlucose,3.90241887370874
binf,K_SGlucose,62.2373881173322
binf,K_SNeu5Ac,50.6586161185103
binf,K_SNeu5Ac,60.1810304663744
binf,K_SNeu5Ac,58.5293903931508
binf,K_SNeu5Ac,37.5587666884161
binf,K_SNeu5Ac,75
binf,K_SNeu5Ac,50.2311989366098
binf,K_SNeu5Ac,63.9929338211125
binf,K_SNeu5Ac,75
binf,K_SNeu5Ac,74.9994614849874
binf,K_SNeu5Ac,31.3911191486021
binf,K_SFucose,2.80610278262304
binf,K_SFucose,3.38049455739508
binf,K_SFucose,2.88750311109286
binf,K_SFucose,4.03338659843175
binf,K_SFucose,2.33686049866924
binf,K_SFucose,3.49834418668634
binf,K_SFucose,4.42624156539051
binf,K_SFucose,2.33686049866924
binf,K_SFucose,2.75246934733878
binf,K_SFucose,4.91084295981134
